key_resp.keys,key_resp.rt,practice_taps.keys,keyresp.keys,keyresp.rt,practice_stims_loop.thisRepN,practice_stims_loop.thisTrialN,practice_stims_loop.thisN,practice_stims_loop.thisIndex,practice_stims_loop.ran,sndfile,type,tempo,cond,version,delay,dur,Participant Initials,"If you are a MTurk worker, what is your MTurk worker ID?'",Are you wearing headphones?,What are the headphone make and model?,"How many years of musical training, if any, do you have?",Do you have any hearing problems? Please describe,What is your sex (f/m/decline)?,What is your age?,What is your handedness (R/L/ambi)?,Are you currently in a secure and quiet room without a possible interruption?,session,date,expName,psychopyVersion,OS,frameRate,practice_taps.rt,instructions_prompt.keys,instructions_prompt.rt,block1_taps.keys,block1_taps.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp2.keys,key_resp2.rt,block2_taps.keys,block2_taps.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt,"If you are not an MTurk worker, please provide your email address"
,,,,,,,,,,block_1/medium_n_81_4.wav,no,n,medium,81.0,1.742854158,16.25138024,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5589999999997417,1.3159999999998035,2.063999999999851,2.7899999999999636,3.507000000000062,4.230999999999767,4.964999999999691,5.697999999999865,6.504999999999654,7.251999999999953,7.904999999999745,8.603000000000065,9.35799999999972,10.080999999999676,10.871999999999844,11.58999999999969,12.536999999999807,13.402999999999793,14.009000000000015,14.648999999999887]",space,6.225,0.0,21.0,21.0,38.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/medium_n_72_3.wav,no,n,medium,72.0,2.102023577,18.17590113,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5770000000002256,1.6210000000000946,2.323000000000775,3.0350000000003092,3.8020000000001346,4.6710000000002765,5.544000000000324,6.3840000000000146,7.195000000000164,7.934999999999945,8.827999999999975,9.620000000000346,10.490000000000236,11.251000000000204,12.093000000000302,12.869000000000142,13.69399999999996,14.52200000000039,15.22400000000016,16.06100000000015]",space,0.555,0.0,22.0,22.0,13.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/medium_n_92_4.wav,no,n,medium,92.0,1.438882438,14.02917722,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7890000000002146,1.3049999999998363,2.0419999999999163,2.650000000000091,3.2590000000000146,3.923000000000229,4.539999999999964,5.188999999999851,5.7710000000001855,6.371000000000095,7.001000000000204,7.657000000000153,8.25,8.873000000000047,9.414000000000215,10.041000000000167,10.637000000000171,11.456000000000131,11.992999999999938,12.58199999999988]",space,0.727,0.0,23.0,23.0,11.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/medium_n_72_4.wav,no,n,medium,72.0,1.204769933,15.71334136,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6059999999997672,1.3489999999997053,2.0859999999997854,2.9279999999998836,3.6269999999999527,4.308999999999742,5.045000000000073,5.760999999999967,6.6030000000000655,7.23700000000008,8.038000000000011,8.759999999999764,9.356999999999971,10.400000000000091,11.005999999999858,11.67599999999993,12.384000000000015,13.155999999999949,13.85799999999972,14.57400000000007]",space,154.983,0.0,24.0,24.0,7.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/weak_n_72_3.wav,no,n,weak,72.0,1.008682366,16.87657352,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,space,6.058,0.0,25.0,25.0,8.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/strong_n_81_3.wav,no,n,strong,81.0,1.6043637,15.60930701,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,space,90.705,0.0,26.0,26.0,10.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/none_n_119_4.wav,no,n,none,119.0,2.009432028,15.37111003,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.2789999999995416,0.6289999999999054,1.1309999999994034,1.61200000000008,2.157999999999447,2.6390000000001237,3.0159999999996217,3.3149999999996,3.7219999999997526,4.143000000000029,4.493999999999687,4.7979999999997744,5.094999999999345,5.377999999999702,5.729999999999563,6.079999999999927,6.389999999999418,6.680999999999585,6.989999999999782,7.322999999999411,7.6299999999992,7.938999999999396,8.239999999999782,8.541000000000167,8.844999999999345,9.16399999999976,9.487999999999374,9.82799999999952,10.154999999999745,10.509999999999309,10.822000000001026,11.164999999999964,11.49199999999928,11.793999999999869,12.121999999999389,12.429999999999382,12.764000000000124,13.036999999999352,13.338999999999942,13.664999999999964]",space,0.434,0.0,27.0,27.0,20.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/weak_n_81_3.wav,no,n,weak,81.0,1.412334255,16.47029344,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7579999999998108,1.3710000000000946,2.270999999999731,3.048999999999978,3.9229999999997744,4.617000000000189,5.335000000000036,6.119999999999891,6.890000000000327,7.507999999999811,8.219000000000051,8.949999999999818,9.806999999999789,10.574999999999818,11.225999999999658,12.109999999999673,12.88299999999981,13.748999999999796,14.414999999999964,15.199999999999818]",space,0.615,0.0,28.0,28.0,30.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/weak_n_105_4.wav,no,n,weak,105.0,1.436012468,12.20911904,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5929999999998472,0.9570000000003347,1.4369999999998981,1.8230000000003201,2.243999999999687,2.6140000000004875,3.0219999999999345,3.4899999999997817,4.041000000000167,4.570999999999913,5.064000000000306,5.564000000000306,6.070999999999913,6.622000000000298,7.140000000000327,7.640000000000327,8.239999999999782,8.75500000000011,9.23700000000008,9.805000000000291,10.328999999999724,10.877000000000407]",space,0.888,0.0,29.0,29.0,28.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/weak_n_72_4.wav,no,n,weak,72.0,1.441009476,17.41543124,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6089999999994689,1.1729999999997744,1.8589999999994689,2.661000000000058,3.7919999999994616,4.576000000000022,5.3400000000001455,6.155999999999949,6.967999999999847,7.719000000000051,8.59099999999944,9.433999999999287,10.220999999999549,10.958999999999833,11.850999999999658,12.716999999999643,13.55999999999949,14.349999999999454,15.310999999999694,16.131999999999607]",space,0.881,0.0,30.0,30.0,4.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/none_n_92_4.wav,no,n,none,92.0,1.296817987,15.18938035,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6529999999993379,1.3719999999993888,1.9919999999992797,2.5869999999995343,3.149999999999636,3.7679999999991196,4.377999999999702,5.069999999999709,5.7590000000000146,6.389999999999418,7.17699999999968,7.839999999999236,8.569999999999709,9.282999999999447,9.884000000000015,10.621000000000095,11.292999999999665,12.03399999999965,12.768999999999323,13.42699999999968,14.089999999999236]",space,0.404,0.0,31.0,31.0,19.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/strong_n_119_3.wav,no,n,strong,119.0,1.213627968,10.9792062,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7539999999999054,1.1619999999993524,1.6539999999995416,2.1049999999995634,2.587999999999738,3.088999999999942,3.5789999999997235,4.0900000000001455,4.563999999999396,5.070999999999913,5.501999999999498,5.9979999999995925,6.511999999999716,7.048999999999978,7.563999999999396,7.9539999999997235,8.462999999999738,8.938000000000102,9.536999999999352,10.203999999999724]",space,0.601,0.0,32.0,32.0,16.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/weak_n_119_4.wav,no,n,weak,119.0,2.305568033,13.07926418,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5060000000003129,1.15099999999984,1.6040000000002692,2.2150000000001455,2.867000000000189,3.4049999999997453,4.036000000000058,4.533999999999651,5.119999999999891,5.7039999999997235,6.233000000000175,6.782000000000153,7.273000000000138,7.77599999999984,8.31000000000131,8.832000000000335,9.358000000000175,9.884000000000015,10.440999999999804,11.018000000000029]",space,0.515,0.0,33.0,33.0,31.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/strong_n_105_4.wav,no,n,strong,105.0,1.30585928,13.14087062,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.73700000000008,1.3109999999996944,1.8869999999997162,2.4909999999999854,3.1080000000001746,3.673999999999978,4.317000000000007,4.917000000000371,5.539999999999964,6.128999999999905,6.677999999999884,7.301000000000386,7.904000000000451,8.458999999999833,9.109999999999673,9.689000000000306,10.33600000000024,10.917000000000371,11.50799999999981,12.077000000000226]",space,0.521,0.0,34.0,34.0,3.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/weak_n_92_4.wav,no,n,weak,92.0,2.208253857,14.29442166,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7310000000006767,1.3159999999998035,1.9710000000004584,2.57300000000032,3.1810000000004948,3.7899999999999636,4.387000000000626,5.190000000000509,5.657000000000153,6.213000000000648,6.801000000000386,7.402000000000044,7.970000000000255,8.57300000000032,9.182000000000698,9.774000000000342,10.391000000000531,10.96600000000035,11.613000000000284,12.225000000000364]",space,0.747,0.0,35.0,35.0,15.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/strong_n_72_3.wav,no,n,strong,72.0,2.03136762,17.09667374,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6000000000003638,1.4600000000000364,2.193000000000211,3.019000000000233,3.8170000000000073,4.594000000000051,5.319000000000415,6.102000000000771,6.911000000000058,7.623000000000502,8.410000000000764,9.283000000000357,10.002000000000407,10.786000000000058,11.542000000000371,12.252000000000407,13.035000000000764,13.818000000000211,14.593000000000757,15.351000000000568]",space,0.334,0.0,36.0,36.0,32.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/strong_n_105_3.wav,no,n,strong,105.0,1.156897655,12.38746455,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6270000000004075,1.0770000000002256,1.6459999999997308,2.145999999999731,2.786000000000058,3.3770000000004075,3.9520000000002256,4.519000000000233,5.087000000000444,5.63799999999992,6.268000000000029,6.796999999999571,7.4210000000002765,8.027000000000044,8.605999999999767,9.154000000000451,9.74499999999989,10.284999999999854,10.936999999999898,11.6850000000004]",space,0.682,0.0,37.0,37.0,9.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/none_n_119_3.wav,no,n,none,119.0,1.932281918,14.89500301,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5779999999995198,1.1909999999998035,1.5770000000002256,1.9349999999994907,2.256999999999607,2.90099999999984,3.2409999999999854,3.587999999999738,3.938000000000102,4.337999999999738,4.670000000000073,5.126000000000204,5.539999999999964,5.876000000000204,6.173999999999978,6.439000000000306,6.786999999999352,7.149999999999636,7.826000000000022,9.028000000000247,9.568000000000211,10.141999999999825,10.411999999999352,10.769000000000233,11.041000000000167,11.377999999999702,11.778000000000247,12.199999999999818,12.524999999999636,12.90099999999984]",space,82.535,0.0,38.0,38.0,24.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_1/none_n_105_3.wav,no,n,none,105.0,2.216733946,14.87818519,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.4669999999996435,0.8159999999998035,1.2449999999998909,1.6469999999999345,2.149999999999636,2.393000000000029,2.5839999999998327,2.819999999999709,3.0189999999993233,3.2330000000001746,3.4290000000000873,3.6019999999998618,3.798999999999978,3.993999999999687,4.175999999999476,4.358999999999469,4.550000000000182,4.733999999999469,4.931999999999789,5.117000000000189,5.282999999999447,5.460999999999331,5.6359999999995125,5.826000000000022,6.027000000000044,6.219999999999345,6.408999999999651,6.617999999999483,6.802999999999884,7.158999999999651,7.32799999999952,7.509999999999309,7.685999999999694,7.867999999999483,8.081999999999425,8.27599999999984,8.458999999999833,8.649999999999636,8.849999999999454,9.028999999999542,9.201999999999316,9.376999999999498,9.541999999999462,9.760999999999513,9.953999999999724,10.1299999999992,10.317000000000007,10.509000000000015,10.708999999999833,10.893000000000029,11.087999999999738,11.469999999999345,11.677999999999884,11.860999999999876,12.076999999999316,12.268999999999323,12.478000000000065,12.659999999999854,12.859999999999673]",space,0.468,0.0,39.0,39.0,6.0,1.0,,,,,,,,,,,,,,
,,,,,,,,,,block_2/none_t_92_4.wav,timbre,t,none,92.0,1.414044957,16.25508804,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,space,767.279,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.761000000000422,1.2280000000000655,1.6520000000000437,2.0340000000005602,2.5529999999998836,3.07300000000032,3.6090000000003783,4.050000000000182,4.567000000000007,5.092000000000553,5.539999999999964,6.128000000000611,6.628999999999905,7.091000000000349,7.518000000000029,8.017000000000735,8.410000000000764,8.655999999999949,9.059000000000196,9.489999999999782,9.941000000000713,10.352000000000771,10.789999999999964,11.301000000000386,11.77600000000075,12.24499999999989,12.645000000000437,13.048999999999978,13.52100000000064,13.877000000000407,14.286000000000058,14.60400000000027,14.890000000000327]",space,0.563,0.0,0.0,0.0,22.0,1.0,,,
,,,,,,,,,,block_2/strong_t_81_4.wav,timbre,t,strong,81.0,1.059530738,15.41717246,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7090000000007421,1.5410000000001673,2.2070000000003347,2.97400000000016,3.7160000000003492,4.367000000000189,5.209000000000742,5.899000000000342,6.624000000000706,7.550000000000182,8.108000000000175,8.837000000000444,9.556000000000495,10.261000000000422,10.994000000000597,11.675000000000182,12.503000000000611,13.210000000000036,13.80200000000059,14.735999999999876]",space,15.917,0.0,1.0,1.0,34.0,1.0,,,
,,,,,,,,,,block_2/none_t_81_3.wav,timbre,t,none,81.0,2.3234515,21.58667145,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.22000000000025466,0.6550000000006548,1.2400000000006912,1.9010000000007494,2.3850000000002183,2.800000000000182,3.1959999999999127,3.5620000000008076,4.027000000000044,4.48700000000008,4.901000000000749,5.267000000000735,5.651000000000749,6.052000000000589,6.392000000000735,6.838999999999942,7.27100000000064,7.793000000000575,8.2450000000008,8.80200000000059,9.301000000000386,9.757000000000517,10.171000000000276,10.634000000000015,11.068000000000211,11.868000000000393,12.286000000000058,12.740999999999985,13.210000000000036,13.65100000000075,14.085000000000036,14.618000000000393,15.068000000000211,15.490999999999985,15.890000000000327,16.342000000000553,16.801000000000386,17.285000000000764,17.7450000000008,18.335000000000036,18.804000000000087,19.271999999999935,20.637000000000626]",space,0.07,0.0,2.0,2.0,10.0,1.0,,,
,,,,,,,,,,block_2/strong_t_92_3.wav,timbre,t,strong,92.0,2.058598996,15.10526566,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.33700000000044383,0.8360000000002401,1.3410000000003492,1.9700000000002547,2.5770000000002256,3.25800000000163,3.9420000000000073,4.570999999999913,5.270000000000437,5.969000000000051,6.520000000000437,7.187000000000808,7.829999999999927,8.47400000000016,9.176000000000386,9.767000000000735,10.519000000000233,11.083000000000538,11.693000000000211,12.421000000000276,13.218000000000757]",space,0.354,0.0,3.0,3.0,3.0,1.0,,,
,,,,,,,,,,block_2/medium_t_105_4.wav,timbre,t,medium,105.0,1.80685877,13.54300389,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7749999999996362,1.3499999999994543,1.805000000000291,2.369999999999891,2.8779999999997017,3.418999999999869,4.020999999999731,4.572000000000116,5.168999999999869,5.811999999999898,6.417999999999665,7.03899999999976,7.680999999999585,8.349999999999454,8.930000000000291,9.417999999999665,9.9399999999996,10.537000000000262,11.186999999999898,11.820999999999913]",space,0.659,0.0,4.0,4.0,23.0,1.0,,,
,,,,,,,,,,block_2/medium_t_119_3.wav,timbre,t,medium,119.0,1.894752713,10.65330147,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.20899999999892316,0.591999999998734,1.1239999999988868,1.5579999999981737,1.9829999999983556,2.4569999999985157,2.941999999999098,3.4089999999987413,3.8329999999987194,4.3069999999988795,4.74199999999837,5.233999999998559,5.625999999998385,6.059999999998581,6.5329999999985375,6.984999999998763,7.442999999998392,7.882999999998901,8.383999999999105,8.907999999998538]",space,1.109,0.0,5.0,5.0,37.0,1.0,,,
,,,,,,,,,,block_2/weak_t_119_4.wav,timbre,t,weak,119.0,2.497661912,13.1066415,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.558999999999287,0.9219999999995707,1.3350000000000364,1.7819999999992433,2.2399999999997817,2.701999999999316,3.0909999999994398,3.464999999999236,3.8739999999997963,4.232999999999265,4.656999999999243,5.107999999999265,5.5919999999996435,6.055999999999585,6.437999999999192,6.80199999999968,7.2549999999992,7.756999999999607,8.30199999999968,8.75,9.22399999999925,9.667999999999665,10.114999999999782,10.665999999999258,12.548999999999978]",space,0.423,0.0,6.0,6.0,11.0,1.0,,,
,,,,,,,,,,block_2/weak_t_105_4.wav,timbre,t,weak,105.0,1.205192231,12.73516956,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6559999999999491,1.2379999999993743,1.8159999999998035,2.4069999999992433,2.980999999999767,3.5049999999991996,4.049999999999272,4.589999999999236,5.072999999999411,5.621999999999389,6.152000000000044,6.738999999999578,7.2739999999994325,7.904999999999745,8.4399999999996,9.031999999999243,9.548999999999978,10.752999999999702,11.159999999999854]",space,32.107,0.0,7.0,7.0,7.0,1.0,,,
,,,,,,,,,,block_2/none_t_119_3.wav,timbre,t,none,119.0,1.207484261,12.32644118,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.48100000000067666,0.9050000000006548,1.4350000000004002,1.9070000000001528,2.316000000000713,2.8209999999999127,3.354000000000269,3.805000000000291,4.167000000000371,4.67200000000048,5.142000000000735,5.623000000000502,5.998000000000502,6.332000000000335,6.693000000000211,7.024000000000342,7.390000000000327,7.8400000000001455,8.25800000000072,8.706000000000131,9.056000000000495,9.53400000000056,9.850000000000364,10.231999999999971,10.654000000000451,11.132000000000517]",space,0.45,0.0,8.0,8.0,32.0,1.0,,,
,,,,,,,,,,block_2/medium_t_81_4.wav,timbre,t,medium,81.0,2.313262111,15.10881767,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.2360000000007858,0.5420000000003711,0.9860000000007858,1.6030000000000655,2.423999999999978,3.0260000000007494,3.600000000000364,4.2409999999999854,4.988000000000284,5.584000000001652,6.1580000000003565,6.753000000000611,7.5090000000000146,8.202000000000226,8.942000000000007,9.516000000000531,10.271999999999935,10.9350000000004,11.618000000000393,12.20300000000043,12.858000000000175,14.358000000000175]",space,0.438,0.0,9.0,9.0,2.0,1.0,,,
,,,,,,,,,,block_2/medium_t_119_4.wav,timbre,t,medium,119.0,2.1713947,11.99221103,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.2889999999997599,0.8440000000000509,1.225999999999658,1.667000000000371,2.1660000000001673,2.6679999999996653,3.1760000000003856,3.6899999999996,4.220000000000255,4.751000000000204,5.234999999999673,5.719000000000051,6.2409999999999854,6.773000000000138,7.282000000000153,7.800000000000182,8.341999999999643,8.872000000000298,9.32300000000032,9.875]",space,3.955,0.0,10.0,10.0,30.0,1.0,,,
,,,,,,,,,,block_2/weak_t_92_3.wav,timbre,t,weak,92.0,1.995389518,17.35720358,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5700000000006185,1.4859999999998763,2.1370000000006257,2.9320000000006985,3.65099999999984,4.514000000000124,5.329000000000633,5.979000000000269,6.699999999999818,7.210000000000036,7.911000000000058,8.613000000000284,9.39600000000064,10.079999999999927,10.962000000000444,11.634000000000015,12.347000000000662,13.16400000000067,13.76299999999992,14.655000000000655,15.485999999999876]",space,0.69,0.0,11.0,11.0,38.0,1.0,,,
