key_resp.keys,key_resp.rt,practice_taps.keys,keyresp.keys,keyresp.rt,practice_stims_loop.thisRepN,practice_stims_loop.thisTrialN,practice_stims_loop.thisN,practice_stims_loop.thisIndex,practice_stims_loop.ran,sndfile,type,tempo,cond,version,delay,dur,Participant Initials,"If you are a MTurk worker, what is your MTurk worker ID?'",Are you wearing headphones?,What are the headphone make and model?,"How many years of musical training, if any, do you have?",Do you have any hearing problems? Please describe,What is your sex (f/m/decline)?,What is your age?,What is your handedness (R/L/ambi)?,Are you currently in a secure and quiet room without a possible interruption?,session,date,expName,psychopyVersion,OS,frameRate,practice_taps.rt,instructions_prompt.keys,instructions_prompt.rt,block1_taps.keys,block1_taps.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp2.keys,key_resp2.rt,block2_taps.keys,block2_taps.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt,"If you are not an MTurk worker, please provide your email address"
,,,,,,,,,,block_2/weak_t_105_3.wav,timbre,t,weak,105.0,1.911505731,13.14248079,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5190000000002328,0.8980000000001382,1.4510000000000218,2.13799999999992,2.7730000000001382,3.3499999999994543,4,4.5590000000001965,5.118999999999687,5.640999999999622,6.206000000000131,6.768000000000029,7.386000000000422,8.002000000000407,8.551000000000386,9.139000000000124,9.659999999999854,10.189000000000306,10.797999999999774,11.389000000000124]",space,0.401,0.0,12.0,12.0,4.0,1.0,,,
,,,,,,,,,,block_2/none_t_81_4.wav,timbre,t,none,81.0,1.883383873,17.9242909,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6489999999994325,1.481999999999971,2.0999999999994543,2.798999999999978,3.532000000000153,4.087999999999738,4.463999999999942,4.907000000000153,5.3530000000000655,5.7150000000001455,6.132999999999811,6.681999999999789,7.238999999999578,7.7590000000000146,8.181999999999789,8.604999999999563,9.081999999999425,9.515999999999622,9.898999999999432,10.323999999999614,10.704999999999927,11.149999999999636,11.599999999999454,12.117999999999483,12.621000000000095,13.193000000000211,13.713999999999942,14.121999999999389,14.55999999999949,15.148999999999432,15.470999999999549,15.819999999999709,16.222999999999956]",space,0.134,0.0,13.0,13.0,12.0,1.0,,,
,,,,,,,,,,block_2/weak_t_72_4.wav,timbre,t,weak,72.0,1.41938316,17.89516547,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.2860000000000582,0.6869999999998981,1.4840000000003783,2.4660000000003492,3.3040000000000873,4.054000000000087,4.829999999999927,5.7520000000004075,6.588000000000648,7.399000000000342,8.273000000000138,9.16399999999976,9.999000000000706,10.731999999999971,11.546000000000276,12.405000000000655,13.405999999999949,14.149000000000342,15.003000000000611,15.837000000000444,16.63799999999992]",space,0.068,0.0,14.0,14.0,33.0,1.0,,,
,,,,,,,,,,block_2/none_t_92_3.wav,timbre,t,none,92.0,1.328085357,13.39815338,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6750000000001819,1.1710000000002765,1.694999999999709,2.2899999999999636,3.0399999999999636,3.7089999999998327,4.3840000000000146,5.070999999999913,5.618000000000393,6.074000000000524,6.395000000000437,6.860999999999876,7.269000000000233,7.719000000000051,8.24499999999989,8.677999999999884,9.118000000000393,9.710000000000036,10.273000000000138,10.734000000000378,11.226999999999862,11.712000000000444,12.1850000000004]",space,0.574,0.0,15.0,15.0,17.0,1.0,,,
,,,,,,,,,,block_2/medium_t_92_3.wav,timbre,t,medium,92.0,1.388240232,13.37372776,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.694999999999709,1.23700000000008,1.8079999999999927,2.399999999999636,3.0839999999998327,3.6159999999999854,4.234999999999673,4.778000000000247,5.373999999999796,6.076999999999316,6.617000000000189,7.27599999999984,7.850999999999658,8.40099999999984,8.98700000000008,9.610999999999876,10.292999999999665,10.86999999999989,11.565999999999804,12.305000000000291]",space,2.35,0.0,16.0,16.0,35.0,1.0,,,
,,,,,,,,,,block_2/strong_t_72_3.wav,timbre,t,strong,72.0,1.757165856,18.23458082,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.42000000000007276,1.6989999999996144,2.5219999999999345,3.4020000000000437,4.180000000000291,5.057999999999993,5.882000000000517,6.681000000000495,7.673999999999978,8.413000000000466,9.270000000000437,10.139000000000124,11.006000000000313,11.801000000000386,12.66399999999976,13.480999999999767,14.372000000000298,15.213999999999942,15.998999999999796,16.938000000000102]",space,54.656,0.0,17.0,17.0,5.0,1.0,,,
,,,,,,,,,,block_2/medium_t_81_3.wav,timbre,t,medium,81.0,1.280563259,13.87394194,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.47699999999986176,0.9359999999996944,1.606999999999971,2.34900000000016,2.9899999999997817,3.625,4.3179999999993015,4.960000000000036,5.59900000000016,6.2739999999994325,6.923999999999978,7.509999999999309,8.13799999999992,8.751999999999498,9.36999999999989,10.002999999999702,10.708999999999833,11.384999999999309,11.966999999999643,12.602999999999156]",space,0.542,0.0,18.0,18.0,8.0,1.0,,,
,,,,,,,,,,block_2/strong_t_105_3.wav,timbre,t,strong,105.0,1.973938856,13.50654657,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6260000000002037,1.186000000000604,1.8020000000005894,2.423000000000684,2.9880000000002838,3.537000000000262,4.168999999999869,4.7590000000000146,5.307999999999993,5.892000000000735,6.5349999999998545,7.039999999999964,7.608000000000175,8.11700000000019,8.837000000000444,9.411000000000058,10.045000000000073,10.693000000000211,11.293000000000575,11.90099999999984]",space,0.884,0.0,19.0,19.0,21.0,1.0,,,
,,,,,,,,,,block_2/none_t_72_3.wav,timbre,t,none,72.0,1.763210745,21.95785927,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6760000000003856,1.2300000000013824,1.9750000000003638,2.673999999999978,3.4000000000005457,3.792000000000371,4.050000000000182,4.519000000000233,5.02599999999984,5.541000000000167,5.970000000000255,6.460000000000036,6.9340000000001965,7.55199999999968,8.171000000000276,8.760000000000218,9.307999999999993,9.773000000000138,10.319000000000415,10.990999999999985,11.927999999999884,12.42200000000048,13.293999999999869,14.757000000000517,15.108000000000175,15.53899999999976,16.06800000000021,16.57300000000032,17.001000000000204,17.621000000000095,18.011999999999716,18.421000000000276,18.900000000000546,19.342000000000553,19.77599999999984,20.220000000000255,21.101000000000568]",space,0.62,0.0,20.0,20.0,19.0,1.0,,,
,,,,,,,,,,block_2/medium_t_105_3.wav,timbre,t,medium,105.0,1.319167427,12.09599282,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.4899999999997817,0.9529999999995198,1.532999999999447,2.0349999999998545,2.6419999999998254,3.1829999999999927,3.7739999999994325,4.250999999999294,4.825999999999112,5.323999999999614,5.9099999999998545,6.450999999999112,7.082999999999629,7.681999999999789,8.15099999999984,8.674999999999272,9.203999999999724,9.781999999999243,10.339999999999236,10.888999999999214]",space,0.41,0.0,21.0,21.0,16.0,1.0,,,
,,,,,,,,,,block_2/strong_t_72_4.wav,timbre,t,strong,72.0,1.957123463,17.07435702,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.8710000000000946,1.3580000000001746,2.068000000000211,2.886000000000422,3.6679999999996653,4.485999999999876,5.252999999999702,6.056000000000495,6.841000000000349,7.507999999999811,8.46600000000035,9.068000000000211,9.800000000000182,10.625,11.592999999999847,12.344000000000051,13.159999999999854,13.88799999999992,14.603000000000065,15.442000000000007]",space,0.582,0.0,22.0,22.0,1.0,1.0,,,
,,,,,,,,,,block_2/none_t_105_3.wav,timbre,t,none,105.0,1.906849656,15.72757528,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.8510000000005675,1.393000000000029,2.0770000000002256,2.561000000000604,3.074000000000524,3.532000000000153,3.97400000000016,4.472999999999956,4.907000000000153,5.3270000000002256,5.8400000000001455,6.266000000000531,6.691000000000713,7.173999999999978,7.641999999999825,7.953000000000429,8.371000000000095,8.838999999999942,9.220000000000255,9.667000000000371,10.066000000000713,10.552999999999884,10.976000000000568,11.472999999999956,11.985999999999876,12.454000000000633,12.907000000000153,13.404000000000451,13.851999999999862,15.119000000000597]",space,0.45,0.0,23.0,23.0,14.0,1.0,,,
,,,,,,,,,,block_2/medium_t_72_4.wav,timbre,t,medium,72.0,1.912133969,19.94959429,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.069999999999709,1.7359999999998763,2.3729999999995925,2.8850000000002183,3.686999999999898,4.319000000000415,4.7849999999998545,5.4520000000002256,6.335000000000036,7.418999999999869,8.228000000000065,9.153999999999542,10.046000000000276,10.833999999999833,11.71100000000024,12.600000000000364,13.4399999999996,14.345000000000255,15.184000000000196,16.24499999999989,17.16899999999987,18.087999999999738,19.868000000000393]",space,0.499,0.0,24.0,24.0,36.0,1.0,,,
,,,,,,,,,,block_2/strong_t_119_3.wav,timbre,t,strong,119.0,2.177542179,13.00520658,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6220000000002983,1.0020000000004075,1.5200000000004366,2.128000000000611,2.725000000000364,3.2280000000000655,3.786000000000058,4.32300000000032,4.92200000000048,5.5219999999999345,6.075000000000728,6.65900000000056,7.2520000000004075,7.911000000000058,8.293000000000575,8.786000000000058,9.335000000000036,9.923000000000684,10.524000000000342,11.037000000000262]",space,0.536,0.0,25.0,25.0,28.0,1.0,,,
,,,,,,,,,,block_2/strong_t_81_3.wav,timbre,t,strong,81.0,1.276002308,16.49137646,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6089999999994689,1.6759999999994761,2.4409999999998035,3.2059999999992215,3.957999999999629,4.8289999999997235,6.304000000000087,7.068000000000211,7.810999999999694,8.585000000000036,9.318999999999505,10.11200000000008,10.867999999999483,11.649999999999636,12.384000000000015,13.225999999999658,14.02099999999973,14.724999999999454,15.451000000000022]",space,1.355,0.0,26.0,26.0,24.0,1.0,,,
,,,,,,,,,,block_2/strong_t_105_4.wav,timbre,t,strong,105.0,1.910106179,12.02788396,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.9520000000002256,1.2830000000003565,1.8559999999997672,2.2719999999999345,2.82799999999952,3.2910000000001673,3.7380000000002838,4.3419999999996435,4.778000000000247,5.292999999999665,5.819000000000415,6.300000000000182,6.7830000000003565,7.25,7.766999999999825,8.274000000000342,8.844000000000051,9.335000000000036,9.86999999999989]",space,0.903,0.0,27.0,27.0,18.0,1.0,,,
,,,,,,,,,,block_2/strong_t_119_4.wav,timbre,t,strong,119.0,1.529717424,11.39760858,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5659999999998035,0.9939999999996871,1.449999999999818,1.931999999999789,2.4409999999998035,2.931999999999789,3.4329999999999927,3.923999999999978,4.467999999999847,4.981999999999971,5.467999999999847,6.023000000000138,6.5349999999998545,7.03899999999976,7.501000000000204,8.052999999999884,8.542999999999665,9.03400000000056,9.542000000000371,10.041000000000167]",space,0.489,0.0,28.0,28.0,39.0,1.0,,,
,,,,,,,,,,block_2/none_t_72_4.wav,timbre,t,none,72.0,1.053800106,24.75334659,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7229999999999563,1.2329999999992651,1.8339999999998327,2.342999999999847,2.8779999999997017,3.451000000000022,4.0239999999994325,4.605999999999767,5.185999999999694,5.742999999999483,6.268000000000029,6.826999999999316,7.308999999999287,7.882999999999811,8.38299999999981,8.923999999999978,9.442999999999302,10.065999999999804,10.573999999999614,11.117999999999483,11.599999999999454,12.231999999999971,12.707999999999629,13.234999999999673,13.739999999999782,14.266999999999825,14.8149999999996,15.359999999999673,15.835000000000036,16.323999999999614,16.899999999999636,17.33599999999933,17.899999999999636,18.433999999999287,18.91699999999946,19.466999999999643,20.156999999999243,20.542999999999665,21.065999999999804,21.64099999999962,22.165999999999258,22.781999999999243,23.317000000000007,23.85399999999936]",space,0.422,0.0,29.0,29.0,15.0,1.0,,,
,,,,,,,,,,block_2/weak_t_92_4.wav,timbre,t,weak,92.0,2.338363624,13.8208126,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5789999999997235,1.043999999999869,1.6500000000005457,2.2669999999998254,2.800000000000182,3.36200000000008,3.9420000000000073,4.592000000000553,5.128000000000611,5.699999999999818,6.293999999999869,6.90099999999984,7.456000000000131,8.024000000000342,8.603000000000065,9.193000000000211,9.77099999999973,10.355999999999767,10.900000000000546,11.485999999999876,13.423999999999978]",space,1.24,0.0,30.0,30.0,29.0,1.0,,,
,,,,,,,,,,block_2/none_t_105_4.wav,timbre,t,none,105.0,1.723889958,15.53967227,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6350000000002183,1.1660000000001673,1.7730000000001382,2.326000000000022,2.8659999999999854,3.337999999999738,4.056999999999789,4.449999999999818,4.871000000000095,5.2590000000000146,5.756000000000313,6.105999999999767,6.5,7.216000000000349,7.655999999999949,8.101999999999862,8.509000000000015,8.920000000000073,9.314000000000306,9.615999999999985,10.023000000000138,10.653999999999542,11.114000000000487,11.559000000000196,12.314000000000306,12.764000000000124,13.17200000000048,13.652000000000044,13.989999999999782]",space,26.973,0.0,31.0,31.0,20.0,1.0,,,
,,,,,,,,,,block_2/none_t_119_4.wav,timbre,t,none,119.0,2.16972576,11.23222009,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6549999999997453,1.0979999999999563,1.574999999999818,2.0159999999996217,2.6149999999997817,3.225000000000364,3.7950000000000728,4.2479999999995925,4.844000000000051,5.395000000000437,5.8149999999996,6.260000000000218,6.6840000000001965,7.024999999999636,7.36200000000008,7.811999999999898,8.279999999999745,8.731999999999971,9.21600000000035]",space,0.616,0.0,32.0,32.0,27.0,1.0,,,
,,,,,,,,,,block_2/weak_t_81_4.wav,timbre,t,weak,81.0,1.138387897,14.33417021,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6140000000004875,1.319999999999709,1.918999999999869,2.581000000000131,3.2399999999997817,3.8900000000003274,4.613000000000284,5.2830000000003565,5.9409999999998035,6.537000000000262,7.264000000000124,7.954999999999927,8.707000000000335,9.347999999999956,9.963999999999942,10.735999999999876,11.372000000000298,12.019999999999527,12.779000000000451,13.44800000000032]",space,0.086,0.0,33.0,33.0,0.0,1.0,,,
,,,,,,,,,,block_2/medium_t_92_4.wav,timbre,t,medium,92.0,1.599417172,14.59601581,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6159999999999854,1.16399999999976,1.8350000000000364,2.649000000000342,3.2979999999997744,4.015000000000327,4.539999999999964,5.32300000000123,5.938000000000102,6.58600000000024,7.188000000000102,7.8159999999998035,8.658000000000357,9.386000000000422,9.96600000000035,10.652000000000044,11.256999999999607,11.934000000000196,12.972999999999956]",space,7.778,0.0,34.0,34.0,25.0,1.0,,,
,,,,,,,,,,block_2/weak_t_119_3.wav,timbre,t,weak,119.0,2.134308914,11.54587354,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.7020000000002256,1.1719999999995707,1.6229999999995925,1.9929999999994834,2.2669999999998254,2.6419999999998254,3.0029999999997017,3.3350000000000364,3.675000000000182,4.099999999999454,4.6030000000000655,5.068000000000211,5.411000000000058,5.7739999999994325,6.153999999999542,6.641999999999825,7.153999999999542,7.6030000000000655,8.067000000000007,8.503999999999905,8.984999999999673,9.43499999999949,10.78399999999965]",space,0.484,0.0,35.0,35.0,13.0,1.0,,,
,,,,,,,,,,block_2/weak_t_72_3.wav,timbre,t,weak,72.0,1.543417886,17.01208002,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3359999999993306,0.9799999999995634,1.381999999999607,2.0399999999999636,2.798999999999978,3.620999999999185,4.269999999999527,5.114999999999782,6.0809999999992215,6.837999999999738,7.78899999999976,8.516999999999825,9.529999999999745,10.147999999999229,10.88299999999981,11.677999999999884,12.518999999999323,13.336999999999534,14.030999999999949,14.923999999999978,15.78399999999965]",space,0.199,0.0,36.0,36.0,26.0,1.0,,,
,,,,,,,,,,block_2/medium_t_72_3.wav,timbre,t,medium,72.0,1.064285065,17.84451182,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.6199999999998909,1.3549999999995634,2.165999999999258,2.9849999999996726,3.876999999999498,4.743999999999687,5.623999999999796,6.638999999999214,7.451000000000022,8.36699999999928,9.148999999999432,10,10.704999999999927,11.641999999999825,12.536999999999352,13.336999999999534,14.502999999999702,15.759000000000015,16.467999999999847,17.071999999999207]",space,3.88,0.0,37.0,37.0,31.0,1.0,,,
,,,,,,,,,,block_2/strong_t_92_4.wav,timbre,t,strong,92.0,1.817525361,14.05856845,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[1.0190000000002328,1.7229999999999563,2.3140000000003056,3.020999999999731,3.581000000000131,4.289999999999964,4.815000000000509,5.501000000000204,6.079999999999927,6.720000000000255,7.3640000000004875,8.100000000000364,8.681000000000495,9.231999999999971,9.864000000000487,10.566000000000713,11.186999999999898,11.79700000000048,12.471000000000458]",space,3.25,0.0,38.0,38.0,9.0,1.0,,,
,,,,,,,,,,block_2/weak_t_81_3.wav,timbre,t,weak,81.0,1.745235196,18.01484971,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.5010000000002037,0.9539999999997235,1.518000000000029,1.9520000000002256,2.483999999999469,3.188000000000102,3.6849999999994907,4.153999999999542,5.052999999999884,5.83600000000024,6.57300000000032,7.185999999999694,7.7830000000003565,8.346999999999753,8.970999999999549,9.489999999999782,10.081000000000131,10.850999999999658,11.597999999999956,12.38000000000011,13.269000000000233,14.029999999999745,14.686999999999898,15.568000000000211,16.355999999999767]",space,0.454,0.0,39.0,39.0,6.0,1.0,,,
,,,,,,,,,,,,,,,,,,,no,,,no,F,35,R,yes,1,2020-08-28_09h24.01.653,kura-A2,2020.1.2,MacIntel,60,,,,,,,,,,,,,,,,,,,,,,,,space,1054.767,
