key_resp.keys,key_resp.rt,practice_taps.keys,keyresp.keys,keyresp.rt,practice_stims_loop.thisRepN,practice_stims_loop.thisTrialN,practice_stims_loop.thisN,practice_stims_loop.thisIndex,practice_stims_loop.ran,sndfile,type,tempo,cond,version,delay,dur,Participant Initials,"If you are a MTurk worker, what is your MTurk worker ID?","If you are not an MTurk worker, please provide your email address",Are you wearing headphones?,What are the headphone make and model?,"How many years of musical training, if any, do you have?",Do you have any hearing problems? Please describe,What is your sex (f/m/decline)?,What is your age?,What is your handedness (R/L/ambi)?,Are you currently in a secure and quiet room without a possible interruption?,session,date,expName,psychopyVersion,OS,frameRate,practice_taps.rt,instructions_prompt.keys,instructions_prompt.rt,block1_taps.keys,block1_taps.rt,key_resp_2.keys,key_resp_2.rt,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,key_resp2.keys,key_resp2.rt,block2_taps.keys,block2_taps.rt,key_resp_3.keys,key_resp_3.rt,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_2.ran,key_resp_4.keys,key_resp_4.rt
,,,,,,,,,,block_2/strong_t_81_1.wav,timbre,t,strong,81.0,1.294160312,15.54953446,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.66755500016734,1.2316800002008677,1.8427750000264496,2.531650000018999,3.2381049999967217,3.9536450000014156,4.639465000014752,5.41565000009723,6.095415000105277,6.857100000139326,7.540200000163168,8.276555000105873,8.957940000109375,9.657654999988154,10.410535000031814,11.14578999998048,11.848165000090376,12.51679000002332,13.247235000133514,13.984200000064448,14.649760000174865]",space,0.875995,0.0,18.0,18.0,30.0,1.0,,
,,,,,,,,,,block_2/strong_t_105_2.wav,timbre,t,strong,105.0,1.902812304,12.72943362,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3380050000268966,0.8052550000138581,1.200650000013411,1.7802450000308454,2.3346450000535697,2.87878999998793,3.4135499999392778,3.9852149998769164,4.503585000056773,5.1034200000576675,5.6333850000519305,6.172770000062883,6.7052799998782575,7.3043249999172986,7.8099799999035895,8.409040000056848,8.969985000090674,9.465949999867007,10.077310000080615,10.610764999873936,11.16344999987632]",space,1.07642,0.0,19.0,19.0,22.0,1.0,,
,,,,,,,,,,block_2/weak_t_72_2.wav,timbre,t,weak,72.0,2.280914128,17.55202524,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.37361499993130565,0.6107600000686944,1.2276399999391288,2.0588400000706315,3.0381849999539554,3.868114999961108,4.63683500001207,5.4030750000383705,6.2796149998903275,7.0559149999171495,7.876704999944195,8.619170000078157,9.47230500006117,10.240010000066832,10.977745000040159,11.782044999999925,12.540155000053346,13.313205000013113,14.14805499999784,14.854000000050291]",space,0.71364,0.0,20.0,20.0,25.0,1.0,,
,,,,,,,,,,block_2/none_t_81_1.wav,timbre,t,none,81.0,1.797175978,16.13359321,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3307799999602139,0.8628650000318885,1.5966649998445064,2.198674999875948,2.837444999953732,3.5331200000364333,4.136849999893457,4.7072699998971075,5.4011199998203665,6.103094999911264,6.835955000016838,7.519364999840036,8.289054999826476,8.956559999845922,9.774999999906868,10.58134499983862,11.349174999864772,12.17710500000976,12.940889999968931,13.67161999992095,14.509450000012293]",space,0.729655,0.0,21.0,21.0,11.0,1.0,,
,,,,,,,,,,block_2/strong_t_72_2.wav,timbre,t,strong,72.0,2.404328943,17.8229684,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.4279100000858307,0.913365000160411,1.5326100001111627,2.3679200001060963,3.2452200001571327,4.036240000044927,4.812620000215247,5.5712000001221895,6.3591250001918525,7.164530000183731,7.9384100001771,8.707030000165105,9.524810000089929,10.325275000184774,11.111930000130087,11.923860000213608,12.750630000140518,13.479920000070706,14.28688000002876,15.046510000014678,15.844220000086352]",space,0.899855,0.0,22.0,22.0,6.0,1.0,,
,,,,,,,,,,block_2/medium_t_119_1.wav,timbre,t,medium,119.0,2.133191859,13.15799912,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.27166500012390316,0.8547350000590086,1.6239300000015646,2.270269999979064,3.033500000135973,3.804075000109151,4.5320950001478195,5.139119999948889,5.8767300001345575,6.635745000094175,7.149124999996275,7.680429999949411,8.246555000077933,8.738675000146031,9.277295000152662,9.82029000017792,10.310675000073388,10.882380000082776]",space,0.681955,0.0,23.0,23.0,34.0,1.0,,
,,,,,,,,,,block_2/medium_t_105_1.wav,timbre,t,medium,105.0,1.073604292,13.26340021,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3621100001037121,1.0824650002177805,1.6346250001806766,2.2316100001335144,2.808390000136569,3.612829999998212,4.305565000046045,4.967540000099689,5.6398300000000745,6.20829000021331,6.877925000153482,7.542420000070706,8.115525000030175,8.74257000000216,9.372625000076368,10.000059999991208,10.61905000009574,11.20687000011094,11.874990000156686,12.576405000174418]",space,0.769675,0.0,24.0,24.0,16.0,1.0,,
,,,,,,,,,,block_2/weak_t_92_2.wav,timbre,t,weak,92.0,1.897128492,17.06302418,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.2701049998868257,0.8432899999897927,1.4761699999216944,2.2105649998411536,3.057929999893531,3.812384999822825,4.650930000003427,5.437114999862388,6.212054999778047,7.013269999995828,7.842914999928325,8.624929999932647,9.392219999805093,10.17754999990575,10.914494999917224,11.72349499980919,12.505064999917522,13.249559999909252,14.050999999977648,14.792499999981374]",space,0.711595,0.0,25.0,25.0,37.0,1.0,,
,,,,,,,,,,block_2/medium_t_81_2.wav,timbre,t,medium,81.0,1.338539444,16.50597709,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.34407999995164573,0.8308850000612438,1.2653749999590218,2.1682049999944866,3.099849999882281,3.934804999968037,4.63558500004001,5.435924999881536,6.205300000030547,7.004519999958575,7.814740000059828,8.568070000037551,9.357970000011846,10.14523999998346,10.941365000093356,11.738644999917597,12.519845000002533,13.34474499989301,14.1087599999737,14.910320000024512]",space,0.67336,0.0,26.0,26.0,7.0,1.0,,
,,,,,,,,,,block_2/weak_t_72_1.wav,timbre,t,weak,72.0,1.161723604,18.236871,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.38283499982208014,0.8744099999312311,1.5420599998906255,2.206684999866411,2.9463499998673797,4.0348249999806285,4.878864999860525,5.779009999940172,6.5625799999106675,7.444504999788478,8.296689999988303,9.190034999977797,10.02548999991268,10.951564999995753,11.81675499980338,12.653084999881685,13.383939999854192,14.150714999996126,14.922964999917895,15.75425499980338,16.629769999999553]",space,0.663095,0.0,27.0,27.0,29.0,1.0,,
,,,,,,,,,,block_2/none_t_105_1.wav,timbre,t,none,105.0,2.049885048,16.17201657,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.2760149999521673,0.9195649998728186,1.6857949998229742,2.4803049999754876,3.2821199998725206,3.844790000002831,4.448429999873042,5.155694999964908,5.852329999906942,6.493149999994785,7.355414999881759,8.189524999819696,8.989670000039041,9.829089999897406,10.638054999988526,11.543674999848008,12.422249999828637,13.2853349999059,14.162594999885187]",space,0.67796,0.0,28.0,28.0,17.0,1.0,,
,,,,,,,,,,block_2/none_t_81_2.wav,timbre,t,none,81.0,2.376288721,21.12975811,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.36627500015310943,0.8301949999295175,1.4335199999623,2.227475000079721,2.962830000091344,3.7994399999734014,4.64549500006251,5.604084999999031,6.313860000111163,7.011760000139475,7.679209999972954,8.40923500014469,9.14449999993667,9.898574999999255,10.64456499996595,11.446724999928847,12.177815000060946,12.84368499997072,13.628015000140294,14.381740000098944,15.11757000000216,15.91204999992624,16.58420000015758,17.377319999970496,18.127640000078827,18.920165000017732]",space,0.80748,0.0,29.0,29.0,10.0,1.0,,
,,,,,,,,,,block_2/weak_t_119_2.wav,timbre,t,weak,119.0,2.381776461,12.65062,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.35282999998889863,0.9303299998864532,1.5925999998580664,2.2552499999292195,3.0538299998734146,3.629689999856055,4.233490000013262,4.760705000022426,5.138365000020713,5.599099999992177,6.0678850000258535,6.526839999947697,7.0286349998787045,7.532009999966249,8.06434000004083,8.598539999919012,9.077359999995679,9.647055000066757,10.163094999967143]",space,3.631165,0.0,30.0,30.0,13.0,1.0,,
,,,,,,,,,,block_2/strong_t_92_2.wav,timbre,t,strong,92.0,2.142189268,15.39026183,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3978750000242144,0.8371250000782311,1.4997449999209493,2.2323099998757243,2.8280499998945743,3.5066400000359863,4.18451499985531,4.899375000037253,5.532575000077486,6.172194999875501,6.842599999858066,7.537394999992102,8.20903000002727,8.914834999945015,9.547825000016019,10.256379999918863,10.943290000082925,11.593894999939948,12.273999999975786,12.9444450000301,13.64668000000529]",space,0.728025,0.0,31.0,31.0,3.0,1.0,,
,,,,,,,,,,block_2/medium_t_92_2.wav,timbre,t,medium,92.0,2.383848972,15.42820271,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3723799998406321,0.7983450000174344,1.5391249998938292,2.200429999968037,2.9428300000727177,3.587064999854192,4.203405000036582,4.928055000025779,5.605195000069216,6.275774999987334,6.987294999882579,7.650415000040084,8.272069999948144,8.895759999984875,9.64017999987118,10.222079999977723,11.017835000064224,11.495529999956489,12.147390000056475,12.82153999991715]",space,0.513465,0.0,32.0,32.0,32.0,1.0,,
,,,,,,,,,,block_2/medium_t_105_2.wav,timbre,t,medium,105.0,1.583239388,12.36101717,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.28828999982215464,0.7519349998328835,1.1620799999218434,1.6666099999565631,2.1617499999701977,2.75584499980323,3.3238799998071045,3.8929699999280274,4.430544999893755,5.026319999946281,5.598304999992251,6.165724999969825,6.692109999945387,7.264909999910742,7.8304999999236315,8.418074999935925,8.93010999984108,9.463574999943376,10.02891999995336,10.574819999979809]",space,0.754735,0.0,33.0,33.0,19.0,1.0,,
,,,,,,,,,,block_2/weak_t_105_1.wav,timbre,t,weak,105.0,2.340100097,14.83112051,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.42056500003673136,0.8304999999236315,1.3629300000611693,2.060624999925494,2.7978250000160187,3.3507149999495596,4.033474999945611,4.677034999942407,5.302445000037551,5.9488349999301136,6.594349999912083,7.2273150000255555,7.848329999949783,8.46604000008665,9.163600000087172,9.776409999933094,10.436035000020638,11.077969999983907,11.738669999875128,12.381545000011101]",space,0.666155,0.0,34.0,34.0,0.0,1.0,,
,,,,,,,,,,block_2/medium_t_81_1.wav,timbre,t,medium,81.0,1.868021577,16.02697849,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.36612999998033047,1.0152050000615418,1.935079999966547,2.793569999979809,3.5366150001063943,4.334874999942258,5.014699999941513,5.836095000151545,6.512250000145286,7.2733150001149625,8.055600000079721,8.743999999947846,9.542219999944791,10.24608499999158,11.01799500011839,11.677395000122488,12.44791500014253,13.177374999970198,13.883960000006482]",space,0.610955,0.0,35.0,35.0,4.0,1.0,,
,,,,,,,,,,block_2/medium_t_72_1.wav,timbre,t,medium,72.0,1.800053144,19.08504181,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.34814000013284385,0.8354700000490993,1.720350000075996,2.8179250000976026,3.6693100000265986,4.561655000085011,5.537454999983311,6.408564999932423,7.28025500010699,8.140654999995604,9.049420000053942,9.881449999986216,10.780955000082031,11.610259999986738,12.513595000142232,13.461684999987483,14.351610000012442,15.155934999929741,15.994265000103042,16.882059999974445]",space,0.631965,0.0,36.0,36.0,24.0,1.0,,
,,,,,,,,,,block_2/weak_t_119_1.wav,timbre,t,weak,119.0,2.44047477,12.74986253,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3700250000692904,0.9696800000965595,1.6437699999660254,2.422190000070259,2.783125000074506,3.1876000000629574,3.6430099999997765,4.074849999975413,4.5223350001033396,4.942745000123978,5.344440000131726,5.775270000100136,6.1870200000703335,6.710350000066683,7.2455400000326335,7.671255000168458,8.182264999952167,8.658539999974892,9.085050000110641,9.5471700001508,10.109530000016093,10.54249000013806]",space,0.7792,0.0,37.0,37.0,12.0,1.0,,
,,,,,,,,,,block_2/strong_t_81_2.wav,timbre,t,strong,81.0,1.682183604,15.83846478,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3332249999511987,0.7823000000789762,1.574849999975413,2.377555000130087,2.986060000024736,3.777965000132099,4.450239999918267,5.206685000099242,5.88023000000976,6.623930000001565,7.330164999933913,8.025425000116229,8.783224999904633,9.541510000126436,10.241815000073984,10.922669999999925,11.649359999923036,12.385215000016615,13.124814999988303,13.795609999913722,14.56652499991469]",space,0.84497,0.0,38.0,38.0,26.0,1.0,,
,,,,,,,,,,block_2/weak_t_92_1.wav,timbre,t,weak,92.0,1.077881565,14.47407204,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,"[""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space"",""space""]","[0.3814499999862164,0.8165899999439716,1.2577649999875575,1.7543399999849498,2.490389999933541,3.183509999886155,3.8918949998915195,4.672560000093654,5.354234999977052,5.894464999902993,6.555114999879152,7.229150000028312,7.957939999876544,8.651839999947697,9.298200000077486,9.934194999979809,10.609110000077635,11.234244999941438,11.927544999867678,12.660544999875128,13.32886500004679]",space,0.782625,0.0,39.0,39.0,33.0,1.0,,
,,,,,,,,,,,,,,,,,,,,Yes,Bose QC 25,0,,m,52,R,Yes,1,2020-10-05_06h11.14.448,kura-A1,2020.1.2,Win32,60,,,,,,,,,,,,,,,,,,,,,,,,space,25.60533
