subject,coupling,beatsection,mx,sx
PARTICIPANT_kura-B1_2020-09-07_11h57.44.574.csv,medium,0,0.8885473391,0.1814765369394315
PARTICIPANT_kura-B1_2020-09-07_11h57.44.574.csv,medium,1,0.9556439758666666,0.11868382850362862
PARTICIPANT_kura-B1_2020-09-07_11h57.44.574.csv,medium,2,0.9786252616666666,0.10512093898784426
PARTICIPANT_kura-B1_2020-09-07_11h57.44.574.csv,medium,3,0.9930628291666665,0.06039629769298688
PARTICIPANT_kura-B1_2020-09-07_11h57.44.574.csv,medium,4,0.9874329694,0.0631401416010648
PARTICIPANT_kura-B1_2020-09-07_11h57.44.574.csv,medium,5,0.9885962667333335,0.09979902589963716
PARTICIPANT_kura-B1_2020-09-07_11h57.44.574.csv,medium,6,0.9517465825,0.08662679456620279
PARTICIPANT_kura-B1_2020-09-10_21h13.09.622.csv,medium,0,0.9499221258666667,0.16319922786969268
PARTICIPANT_kura-B1_2020-09-10_21h13.09.622.csv,medium,1,0.9862831819,0.08203231447372016
PARTICIPANT_kura-B1_2020-09-10_21h13.09.622.csv,medium,2,0.9789140799666668,0.07515057920834463
PARTICIPANT_kura-B1_2020-09-10_21h13.09.622.csv,medium,3,0.9872178061000001,0.11103497435288931
PARTICIPANT_kura-B1_2020-09-10_21h13.09.622.csv,medium,4,1.0360290919333335,0.10616234634691125
PARTICIPANT_kura-B1_2020-09-10_21h13.09.622.csv,medium,5,1.033635516888889,0.09232458675395142
