sndfile,tempo,cond,delay,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_9.keys,key_resp_9.rt,key_resp_5.keys,key_resp_5.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,space,18.112750107073225,,,,,,,,,,,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
./stimuli_1/tmp/strong_90_1.wav,90,strong,1.013023596,0,0,0,1,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.4366268679732457, 1.886114947963506, 2.3696377739543095, 2.503452413948253, 2.969485701993108, 3.6535401940345764, 4.3859927270095795, 5.054765715030953, 5.770166045986116, 6.486475792014971, 7.218415524926968, 7.960578004946001, 8.621041698963381, 9.309784578974359, 10.05370267399121]",space,1.3204354640329257,,,,,,,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
./stimuli_1/tmp/medium_110_1.wav,110,medium,0.970866786,0,1,1,2,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.25309491506777704, 0.6697074361145496, 1.067456551012583, 1.457666059024632, 1.6018052030121908, 1.7352990570943803, 1.868904402013868, 1.9865199510240927, 2.1530272050295025, 2.2856243420392275, 2.4343038400402293, 2.5691970380721614, 2.7195704201003537, 2.8869765400886536, 3.0525308831129223, 3.2194779301062226, 3.3701777290552855, 3.540757481008768, 3.6764408780727535, 3.8452668010722846, 4.153082411037758, 4.3033495710697025, 4.469486249028705, 4.636565505061299, 4.804023656062782, 4.9425523050595075, 5.119652597000822, 5.286763935000636, 5.452617210103199, 5.619174730032682, 5.803531070007011, 5.969926604069769, 6.120332882041112, 6.2866937790531665, 6.453609962016344, 6.6028346930397674, 6.753240323043428, 6.9040710281115025, 7.076167786028236, 7.217856397037394, 7.3702906320104375, 7.51994154707063, 7.6867902730591595, 7.978412974043749, 8.157158168032765, 8.319647061056457, 8.47017573507037, 9.086584015050903, 9.23520263901446, 9.386378252063878, 9.574951560003683, 9.704364018049091, 9.853558779112063, 10.020254606031813, 10.204152778023854]",space,0.7078846220392734,,,,,,,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
./stimuli_1/tmp/medium_100_1.wav,100,medium,1.797198505,0,2,2,0,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.2353510840330273, 0.36905704997479916, 0.6855233040405437, 0.819070411962457, 0.9736969049554318, 1.2842201279709116, 1.602747841970995, 1.7684903900371864, 1.9356720290379599, 2.0856289219809696, 2.2346549150533974, 2.369334232993424, 2.573168342001736, 2.7360899810446426, 2.885479897959158, 3.0692496340489015, 3.219259449047968, 3.3862973590148613, 3.5622341480338946, 3.70266436599195, 3.88582966895774, 4.070071293972433, 4.236505693057552, 4.402426974964328, 4.569097750005312, 4.752984322025441, 4.952246702974662, 5.126581765012816, 5.3074693330563605, 5.484278229996562, 5.63554007303901, 5.802537951036356, 5.985685253050178, 6.154801313998178, 6.336584724020213, 6.529118458973244, 6.693765338044614, 6.893599333008751, 7.071284058038145, 7.235495861037634, 7.419581006048247, 7.586943950969726, 7.770370041020215, 7.95339147397317, 8.127321877982467, 8.322455671965145, 8.478345507057384, 8.672069430002011, 8.845710756024346, 9.003907751990482, 9.202996309031732, 9.387179463985376, 9.553844826063141, 9.720812806976028, 9.91985021205619, 10.110722903977148, 10.286921459017321]",space,0.8336088960058987,,,,,,,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
./stimuli_1/tmp/vweak_105_1.wav,105,veryweak,1.91267155,0,3,3,3,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.2356225779512897, 0.6023088590009138, 1.1028449569130316, 1.73472458391916, 2.41888866701629, 3.01948385394644, 3.535276275011711, 4.136497362982482, 4.7026155919302255, 5.269528997945599, 5.85365196398925, 6.436805824982002, 6.989387374953367, 7.570365067920648, 8.086953594000079, 8.603876631939784, 9.202977597946301, 9.853879869915545]",space,1.0191761500900611,,,,,,,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
./stimuli_1/tmp/medium_110_1.wav,110,medium,1.222685394,0,4,4,4,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.21759203099645674, 0.5537515670293942, 1.0035953380865976, 1.4032405050238594, 1.886873546987772, 2.303913112031296, 2.7538641199935228, 3.320224973023869, 3.9038233530009165, 4.487492295098491, 5.054059376008809, 5.608226033044048, 6.1035916151013225, 6.654222295037471, 7.229711008025333, 7.6038889940828085, 8.03727815207094, 8.471670424100012, 8.936860053101555, 9.521288949996233, 9.952783624990843]",space,0.3031065809773281,,,,,,,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
,,,,,,,,,,,,,,,,,,,,,,space,3.1862535779364407,,,,,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
./stimuli_1/tmp/strong_95_2.wav,95,strong,1.9247114173871775,,,,,0,0,0,23,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.3227607349399477, 0.6033030939288437, 0.7700360548915341, 1.0533450819784775, 1.2358120379503816, 1.619301789905876, 1.7931415509665385, 2.203101651975885, 2.370497847907245, 2.52000009897165, 2.8698077579028904, 3.0358637719182298, 3.203751017921604, 3.520006504957564, 3.6866028709337115, 3.8675116789527237, 4.170357669936493, 4.341109751956537, 4.512640252942219, 4.820336019969545, 5.0035446368856356, 5.387401603977196, 5.570179396891035, 5.737492383923382, 6.053765488904901, 6.2756890369346365, 6.6710242399713024, 6.853831895976327, 7.104341621976346, 7.354237908963114, 7.703403984894976, 7.878927571000531, 8.27132228098344, 8.454088479978964, 8.652550627943128, 9.121587442001328, 9.310278187971562, 9.688082177890465, 9.937732121907175, 10.275605502887629]",space,0.685035169008188,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
./stimuli_1/tmp/medium_110_1.wav,110,medium,2.329121662856069,,,,,0,1,1,9,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.20241201808676124, 0.42499446403235197, 0.6078260130016133, 0.7684560040943325, 0.9694712040945888, 1.152841926086694, 1.3522682930342853, 1.535701698041521, 1.7197202970273793, 1.8941287430934608, 2.2526831730501726, 2.4368090690113604, 2.619796909042634, 2.8033592579886317, 3.0008286830270663, 3.2013091020053253, 3.3948935969965532, 3.6039244800340384, 3.786272004013881, 3.986656486056745, 4.2014874670421705, 4.3914783030049875, 4.558079773094505, 4.740953614003956, 4.953961717081256, 5.1364150900626555, 5.319689491996542, 5.520298212999478, 5.720135753042996, 5.929134089034051, 6.129055625991896, 6.320370467030443, 6.519749285071157, 6.737269710050896, 6.9368337920168415, 7.153423165087588, 7.353946371003985, 7.554039160022512, 7.754455395042896, 7.942510190070607, 8.161393758025952, 8.363228333066218, 8.754261405090801, 8.953173829009756, 9.170856685028411, 9.387161861057393, 9.620752902003005, 9.843349763075821, 10.075209611095488]",space,0.549156671972014,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
./stimuli_1/tmp/vweak_95_2.wav,95,veryweak,0.8931159092753796,,,,,0,2,2,26,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.19829030602704734, 0.6641552509972826, 1.1475257819984108, 1.7807951640570536, 2.3469065960962325, 2.921599114080891, 3.5484299761010334, 4.165513543062843, 4.765936930081807, 5.473387425998226, 6.082275638007559, 6.682250976096839, 7.332356641069055, 7.91584245103877, 8.553817549021915, 9.132230443065055, 9.748339486075565]",space,0.7357091789599508,,,,,,,AA,001,2019_Jul_19_1554,rev-kura_tap_2blocks,3.0.6,60.036084967130684,
