sndfile,tempo,cond,delay,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_9.keys,key_resp_9.rt,key_resp_5.keys,key_resp_5.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate
./stimuli_1/tmp/perfect_110_0.wav,110,perfect,1.883721068,,,,,0,27,27,16,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.15333355101756752, 0.8243179710116237, 1.3695477520814165, 1.9032528339885175, 2.4526001940248534, 2.9692761230980977, 3.536545203998685, 4.086608795099892, 4.658938008011319, 5.154034551000223, 5.694577056099661, 6.267881924053654, 6.787121318047866, 7.354359450051561, 7.903814359102398, 8.437373709050007, 10.13790966605302]",space,0.552668822,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/vweak_90_1.wav,90,veryweak,0.836278087,,,,,0,28,28,34,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.2351902429945767, 0.603205013088882, 1.2014475209871307, 2.024548482033424, 2.769044518005103, 3.5032476180931553, 4.269086360000074, 4.968909026007168, 5.720265439013019, 6.434593008016236, 7.153038719086908, 7.91200514906086, 8.635045542032458, 9.337206085096113, 10.070323162013665]",space,0.377805622,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/strong_90_1.wav,90,strong,1.087818501,,,,,0,29,29,41,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.1951215969165787, 0.9626481080194935, 1.7785128420218825, 2.403173096012324, 3.0795251940144226, 3.7958180499263108, 4.5120970599818975, 5.21282367000822, 5.9101682209875435, 6.62957737094257, 7.346304410952143, 8.030198170919903, 8.712665956001729, 9.413669417030178, 10.112590412958525]",space,0.386104213,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/strong_95_2.wav,95,strong,1.117350791,,,,,0,30,30,27,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.16909033805131912, 0.5408564750105143, 1.136267167981714, 1.8188420470105484, 2.5019929440459237, 3.1200636220164597, 3.786370574031025, 4.4368116409750655, 5.109141789958812, 5.787057594978251, 6.503074891981669, 7.134417849010788, 7.737012438010424, 8.420858575962484, 9.069643995026127, 9.710597130004317]",space,0.549297132,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/medium_100_2.wav,100,medium,1.570988171,,,,,0,31,31,44,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.0186607559444383, 1.6376724239671603, 2.285279142903164, 3.0912084518931806, 3.753340598894283, 4.376617225003429, 5.087339050951414, 5.819332845974714, 6.48602321697399, 7.1368988959584385, 7.737450663000345, 8.460612873896025, 9.08779630891513, 9.75306020991411]",space,0.35282658,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/vweak_90_2.wav,90,veryweak,1.004498758,,,,,0,32,32,40,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.18494144000578672, 0.9182811580831185, 1.627291865996085, 2.2854505160357803, 2.952751116012223, 3.603059063083492, 4.2595844770548865, 4.903262385050766, 5.536390877095982, 6.119802127010189, 6.691500268061645, 7.336126923095435, 8.037075611995533, 8.717647006036714, 9.354242150089704, 10.004813557025045]",space,0.343935651,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/perfect_105_0.wav,105,perfect,2.376167667,,,,,0,33,33,11,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.1671170920599252, 0.9019494249951094, 1.4632663059746847, 2.036456722067669, 2.620276788016781, 3.1697347500594333, 3.736411628080532, 4.320395224029198, 4.903299562050961, 5.46980852400884, 6.029970832983963, 6.570110374013893, 7.135198067058809, 7.708011143025942, 8.320275812991895, 8.870774910086766, 10.837553229997866]",space,0.442634049,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/perfect_95_0.wav,95,perfect,1.440088579,,,,,0,34,34,26,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.1684715289156884, 0.8191999489208683, 1.5017494799103588, 2.191790403914638, 2.836130448966287, 3.469970182981342, 4.069311250932515, 4.736607622937299, 5.369735742919147, 6.003903887001798, 6.653496196959168, 7.2533798340009525, 7.8869301188969985, 8.535868496983312, 9.186764044919983, 9.788390124915168]",space,0.258257737,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/weak_100_2.wav,100,weak,0.974481249,,,,,0,35,35,20,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.16411659610457718, 0.7312348630512133, 1.3869523809989914, 2.0304131120210513, 2.647762993001379, 3.281070263008587, 3.8976228900719434, 4.521551352110691, 5.131732119014487, 5.782119251089171, 6.432059150072746, 7.047972239088267, 7.615207251044922, 8.198635524022393, 8.764992453041486, 9.36538414703682, 10.004165794001892]",space,0.283643121,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/strong_105_1.wav,105,strong,1.875084545,,,,,0,36,36,25,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.00033466797322034836, 0.6526768479961902, 1.136650986969471, 1.6204247400164604, 2.169678792008199, 2.684921415988356, 3.236685134936124, 3.7915823590010405, 4.352899156976491, 4.90357772493735, 5.4418236169731244, 6.003500203019939, 6.53726914699655, 7.086738514946774, 7.62042539997492, 8.172136300010607, 8.72084520093631, 9.2877313089557, 9.837792931939475]",space,0.119058139,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/medium_90_2.wav,90,medium,2.138433157,,,,,0,37,37,46,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.1859584889607504, 0.8864939579507336, 1.7360000519547611, 2.385790705913678, 3.0187346029561013, 3.753101325011812, 4.418716016924009, 5.111983124981634, 5.785957616986707, 6.470339620951563, 7.152936806902289, 7.852988233906217, 8.536421889904886, 9.20427236391697, 9.903426988981664]",space,0.085391075,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/strong_105_2.wav,105,strong,0.961540408,,,,,0,38,38,31,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.22356908896472305, 0.5858546979725361, 1.136183105991222, 1.8256913530640304, 2.486014744034037, 3.195552199962549, 3.8026835969649255, 4.435099204070866, 5.087141628027894, 5.735731384018436, 6.386220677988604, 7.0035972740734, 7.691675186040811, 8.319358144071884, 8.986976340063848, 9.619917251053266, 10.277657025959343]",space,0.335736169,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/weak_100_1.wav,100,weak,0.920091136,,,,,0,39,39,15,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.16964607895351946, 0.9028222280321643, 1.5861558970063925, 2.269607624039054, 2.9365756049519405, 3.5414282529382035, 4.15364612697158, 4.853758226032369, 5.444054770981893, 6.0015437179245055, 6.637234710971825, 7.237124930950813, 7.9039777730358765, 8.543219845974818, 9.169880216941237, 9.770571621949784, 10.92067014600616]",space,0.561642837,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/vweak_100_2.wav,100,veryweak,0.984392311,,,,,0,40,40,5,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.1689551480812952, 0.8184683350846171, 1.4193066210718825, 2.086570944986306, 2.751544306986034, 3.369411209016107, 3.9888755650026724, 4.585936642019078, 5.203316019033082, 5.8362911600852385, 6.478459339006804, 7.103368095005862, 7.753112239995971, 8.420451567042619, 9.020488356007263, 9.595027107046917, 10.610745250014588]",space,0.402656265,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/perfect_100_0.wav,100,perfect,2.177118372,,,,,0,41,41,2,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.902647606912069, 1.5527957719750702, 2.1622257179114968, 2.7690246049314737, 3.3697238659951836, 3.9871507609495893, 4.559292257996276, 5.170291766989976, 5.770092186983675, 6.336947975913063, 6.9428082049125805, 7.537552985013463, 8.104143508942798, 8.720664076972753, 9.305037686950527, 10.704672286985442]",space,0.338685088,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/perfect_100_1.wav,100,perfect,2.462429502,,,,,0,42,42,1,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.160788435023278, 0.8181801850441843, 1.4500933251110837, 2.0356186520075426, 2.6236849810229614, 3.219460655003786, 3.80913969501853, 4.486717791063711, 5.070201879017986, 5.6694135561119765, 6.236535781063139, 6.862919012084603, 7.48645532107912, 8.020160107058473, 8.619841064093634, 9.29126640909817]",space,0.501733217,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/vweak_105_1.wav,105,veryweak,2.000868469,,,,,0,43,43,7,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.00035808596294373274, 0.17684095399454236, 0.6524671709630638, 1.1689925539540127, 1.77879753196612, 2.40246460493654, 2.986087226890959, 3.569579476956278, 4.136199289932847, 4.802396131912246, 5.378122534952126, 5.969897034927271, 6.603707957896404, 7.120440667960793, 7.687316661933437, 8.32027520891279, 8.95972584199626, 9.586363673908636, 10.224834417924285]",space,7.563853509,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/weak_90_1.wav,90,weak,1.282481392,,,,,0,44,44,29,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.16943296790122986, 0.7170675479574129, 1.370089948992245, 2.1368961919797584, 2.8862380929058418, 3.5858703169506043, 4.2702284349361435, 4.939716376946308, 5.6043601129204035, 6.286637065000832, 7.036912123905495, 7.757462317007594, 8.420750486897305, 9.080015932908282, 9.755099795991555]",space,0.267847092,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/weak_105_2.wav,105,weak,2.06505112,,,,,0,45,45,48,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.15955736103933305, 0.8696265800390393, 1.5176875359611586, 2.1193881520302966, 2.802726033027284, 3.4526850250549614, 4.1195031149545684, 4.790891228010878, 5.435768075985834, 6.291173262987286, 6.987839541980065, 7.620786878047511, 8.28726397396531, 8.903389059007168, 9.553904655040242, 10.15415631304495]",space,0.386075321,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/vweak_100_1.wav,100,veryweak,1.441965325,,,,,0,46,46,4,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.3477529489900917, 0.813380965963006, 1.473965020966716, 2.298057427047752, 2.9143276299582794, 3.490097954054363, 4.147625326062553, 4.781637693056837, 5.598525412031449, 6.281593995983712, 6.982322836993262, 7.665506317047402, 8.418333953013644, 9.282777672051452, 9.937302928999998]",space,0.458533048,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/strong_100_2.wav,100,strong,1.599464807,,,,,0,47,47,42,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.6608510779915377, 1.2929208519635722, 1.9265706660225987, 2.478137379977852, 3.093894226010889, 3.711148952948861, 4.327652098028921, 4.927593685919419, 5.517880002968013, 6.1445141630247235, 6.745204427978024, 7.361486915964633, 7.9526937659829855, 8.544699689024128, 9.228572945925407, 9.811644511995837]",space,0.676514371,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/perfect_90_0.wav,90,perfect,1.656860488,,,,,0,48,48,35,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.16925877099856734, 0.9192375970305875, 1.68594132096041, 2.3531352300196886, 3.0025469040265307, 3.7034079909790307, 4.386986722005531, 5.019900660961866, 5.661425478989258, 6.319963754038326, 7.019839685992338, 7.670431580976583, 8.330923555069603, 9.003823696053587, 9.652901757042855, 10.296791353961453]",space,0.540159578,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_1/tmp/medium_100_1.wav,100,medium,0.946944179,,,,,0,49,49,47,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.45560359896626323, 1.1694775079376996, 1.7773161119548604, 2.3872910359641537, 3.0192666889633983, 3.7085351169807836, 4.351148817921057, 5.019687442923896, 5.70341417088639, 6.353287940961309, 6.96783894894179, 7.620163064915687, 8.286692487890832, 8.956195434904657, 9.553817246924154, 10.187742856913246]",space,0.410670926,,,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
,,,,,,,,,,,,,,,,,,,,,,,,,,,,space,30.71725314,,,,,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/perfect_100_1.wav,100,perfect,1.900582362,,,,,,,,,0,0,0,1,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.00035411398857831955, 0.8587230199482292, 1.5104075060226023, 2.1454940589610487, 2.7276121709728613, 3.328886292059906, 3.9775511469924822, 4.544819509028457, 5.110852543031797, 5.694789570989087, 6.294396257959306, 6.917446319013834, 7.528870802023448, 8.128573538037017, 8.745532831992023, 9.36202844104264]",space,0.153152057,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/medium_105_4.wav,105,medium,1.882304776,,,,,,,,,0,1,1,28,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.1864868300035596, 1.0193269330775365, 1.5682990769855678, 2.0865487210685387, 2.5974476310657337, 3.136347081977874, 3.7207680110586807, 4.287238982971758, 4.853309530997649, 5.404092526994646, 5.970254215062596, 6.6039805670734495, 7.208793955971487, 7.770565379061736, 8.321389520075172, 8.93583185900934, 10.43705254199449]",space,0.435773498,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/weak_100_4.wav,100,weak,1.864315609,,,,,,,,,0,2,2,33,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.20871279295533895, 0.9023343479493633, 1.583469338947907, 2.252556746941991, 2.844496401026845, 3.48590183199849, 4.086032024002634, 4.767347913933918, 5.401146763935685, 6.002612435957417, 6.635893004015088, 7.258808936923742, 7.903102852986194, 8.567577496985905, 9.18719065503683, 10.404058821965009]",space,0.702447684,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/strong_95_4.wav,95,strong,1.312218866,,,,,,,,,0,3,3,19,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.8358010440133512, 1.5672256099060178, 2.2687140649650246, 2.9024442369118333, 3.585609045927413, 4.352489945013076, 5.002697175019421, 5.68628138594795, 6.4032231899909675, 7.101299537927844, 7.792216958943754, 8.4863875429146, 9.187133771018125, 10.020330618950538]",space,0.411951246,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/weak_110_3.wav,110,weak,1.40349511,,,,,,,,,0,4,4,0,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.20425884902942926, 0.914571596076712, 1.472248528036289, 2.0476983489934355, 2.665055640041828, 3.2987686240812764, 3.9310836819931865, 4.548106310074218, 5.165166986058466, 5.849023628048599, 6.548842214979231, 7.212651561014354, 7.965005528996699, 8.748585253022611, 9.782440663082525]",space,0.436309156,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/weak_95_4.wav,95,weak,1.594011427,,,,,,,,,0,5,5,46,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.0007807658985257149, 0.23613859491888434, 0.7288676409516484, 1.3525192309170961, 2.2198386089876294, 2.934394237003289, 3.6700561629841104, 4.453285989002325, 5.902878845925443, 6.6420815049204975, 7.369761180947535, 8.08705408393871, 8.802759559941478, 10.794180126977153]",space,0.435941329,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/perfect_100_0.wav,100,perfect,1.342411784,,,,,,,,,0,6,6,3,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.18527788505889475, 0.9359043480362743, 1.5365759000414982, 2.119759412948042, 2.719778200960718, 3.3199979279888794, 3.9262519950279966, 4.4863047449616715, 5.103264039964415, 5.753661273978651, 6.327344981953502, 6.954115584958345, 7.553895659046248, 8.137663946021348, 8.720655214972794, 9.354794058948755, 10.75491321098525]",space,0.493451188,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/weak_110_4.wav,110,weak,1.215804675,,,,,,,,,0,7,7,4,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.19375228404533118, 1.1070554750040174, 1.8689453210681677, 2.5343921369640157, 3.4022392129991204, 4.186124818981625, 4.79469433799386, 5.659618695965037, 6.385942146065645, 7.158327830955386, 7.855229309992865, 8.518373838043772, 9.136109121958725, 10.1704528570408]",space,0.260127731,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/vweak_100_4.wav,100,veryweak,1.706116022,,,,,,,,,0,8,8,2,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.1505888809915632, 0.9024778089951724, 1.6184306120267138, 2.3697867259616032, 3.116633011959493, 3.920084735029377, 4.652666304027662, 5.369980397983454, 6.052316959947348, 6.812446575961076, 7.469890153966844, 8.13761533901561, 8.934080753009766, 9.85939720494207]",space,0.293575215,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/medium_90_4.wav,90,medium,1.418754761,,,,,,,,,0,9,9,39,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.6422499649925157, 1.2195426309481263, 1.8531289719976485, 2.4705453319475055, 3.102517682942562, 3.759951627929695, 4.386657226947136, 4.987807801924646, 5.620258772978559, 6.262470781919546, 6.8866388369351625, 7.5208603360224515, 8.137726499931887, 8.79694396595005, 9.887526603997685]",space,0.375687739,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/medium_95_4.wav,95,medium,1.568937775,,,,,,,,,0,10,10,27,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[1.7029454879229888, 2.4266264089383185, 3.1534308060072362, 3.778836979996413, 4.437145940959454, 5.136614794027992, 5.820650685927831, 6.470429437002167, 7.1536733999382704, 7.820458843023516, 8.536518738023005, 9.204425349947996]",space,0.276427344,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/perfect_95_1.wav,95,perfect,1.693135068,,,,,,,,,0,11,11,26,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.2023799770977348, 0.9030297170393169, 1.4864075360819697, 2.170443975017406, 2.809704630053602, 3.5037077330052853, 4.136448563076556, 4.770269128028303, 5.354464723030105, 5.959711158997379, 6.604087214102037, 7.220555516076274, 7.871350802015513, 8.487625004025176, 9.1210927660577]",space,0.266281344,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/medium_105_3.wav,105,medium,0.941700764,,,,,,,,,0,12,12,15,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.3185635879635811, 1.108520878944546, 1.8195079369470477, 2.518067491007969, 3.152350257965736, 3.6018655919469893, 4.141308455960825, 4.786012285971083, 5.35339818499051, 5.952597158960998, 6.553626501001418, 7.219110478996299, 7.853614436928183, 8.45320239791181, 9.053741698968224, 10.83731968596112]",space,0.459099519,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/perfect_110_1.wav,110,perfect,1.960810457,,,,,,,,,0,13,13,17,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.16721716907341033, 0.767744527081959, 1.3283190600341186, 1.8696297790156677, 2.3858756590634584, 2.927616695058532, 3.468971299007535, 4.019876713980921, 4.54620551597327, 5.086594118038192, 5.620133390999399, 6.13718160497956, 6.670584729057737, 7.237164093065076, 7.770656411070377, 8.32683219097089]",space,0.301184706,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/strong_90_4.wav,90,strong,0.954779733,,,,,,,,,0,14,14,44,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.20213305100332946, 0.9195665600709617, 1.7852864370215684, 2.4694615290500224, 3.186082703061402, 3.869177512009628, 4.519997772062197, 5.244689128012396, 5.902755520073697, 6.569744269014336, 7.302409086027183, 7.936713019036688, 8.636768438969739, 9.280128856073134, 10.903920300072059]",space,0.391805007,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/vweak_90_4.wav,90,veryweak,2.016753122,,,,,,,,,0,15,15,47,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.1686601371038705, 0.8118696130113676, 1.4191515740239993, 2.0526477050734684, 2.6860444040503353, 3.367130506085232, 4.002558393054642, 4.736451309057884, 5.436769770109095, 6.203417711076327, 6.952763736015186, 7.769742388045415, 8.519694712013006, 9.253835335024633, 10.803908624104224]",space,0.619112534,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/weak_95_3.wav,95,weak,1.211244949,,,,,,,,,0,16,16,36,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.00034755002707242966, 0.26993679301813245, 0.6258395529584959, 1.3364026009803638, 2.0774247189983726, 2.719510982045904, 3.458110725041479, 4.053069593035616, 4.703462574980222, 5.371942077064887, 6.05304597504437, 6.787503874045797, 7.4374011979671195, 8.103939034976065, 8.83744789706543, 9.920954070053995]",space,0.372792077,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
./stimuli_2/tmp/medium_110_3.wav,110,medium,1.261621819,,,,,,,,,0,17,17,11,,,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.0004480329807847738, 0.7019556980812922, 1.3348192180274054, 1.9692821060307324, 2.556857062038034, 3.169736151001416, 3.769499692018144, 4.391988135059364, 5.019092907081358, 5.618732001981698, 6.219798583071679, 6.908424093038775, 7.503329012077302, 8.136985176010057, 8.73596397403162, 9.425678952015005, 10.687114607077092]",space,0.340290597,BB,1,2019_Jul_20_1606,rev-kura_tap_2blocks,3.0.6,60.08821456
