sndfile,tempo,cond,delay,trials_practice.thisRepN,trials_practice.thisTrialN,trials_practice.thisN,trials_practice.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_4.keys,key_resp_4.rt,key_resp_3.keys,key_resp_3.rt,key_resp_7.keys,key_resp_7.rt,key_resp_9.keys,key_resp_9.rt,key_resp_5.keys,key_resp_5.rt,key_resp_8.keys,key_resp_8.rt,key_resp_10.keys,key_resp_10.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,space,3.1035474500386044,,,,,,,,,,,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
./stimuli_1/tmp/medium_110_1.wav,110,medium,1.222685394,0,0,0,4,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.7182449030224234, 1.1026206410024315, 1.6857413729885593, 2.2909245329210535, 2.9024939039954916, 3.4361460199579597, 4.0193510099779814, 4.685379322967492, 5.252632832969539, 5.769800902926363, 6.3689586479449645, 6.93709378701169]",space,1.6695428679231554,,,,,,,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
./stimuli_1/tmp/vweak_105_1.wav,105,veryweak,1.91267155,0,1,1,3,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.693259458988905, 1.2269005050184205, 1.8175025810487568, 2.4264350229641423, 3.0267640569945797, 3.627138306037523, 4.210268558003008, 4.782583486987278, 5.377932126051746, 5.9599089690018445, 6.561301234993152, 7.192587640020065, 7.777535208966583, 8.318992945016362, 8.977235861006193, 9.59502940904349, 10.111645066994242]",space,3.7029306470649317,,,,,,,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
./stimuli_1/tmp/strong_90_1.wav,90,strong,1.013023596,0,2,2,1,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.9690051819197834, 1.719863003003411, 2.4199048849986866, 3.124432113021612, 3.8171946259681135, 4.536670182016678, 5.236260276986286, 5.9035551969427615, 6.603413662989624, 7.337047936976887, 8.053029347909614, 8.770765371969901, 9.453889445983805, 10.158592527965084]",space,1.3701962650520727,,,,,,,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
./stimuli_1/tmp/medium_110_1.wav,110,medium,0.970866786,0,3,3,2,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.6180735330563039, 1.118730058078654, 1.7023436900926754, 2.269874816061929, 2.941804234054871, 3.4867035950301215, 4.070597666082904, 4.669854168081656, 5.286741242045537, 5.8756199680501595, 6.453543657087721, 7.002998172072694, 7.587197974091396, 8.169750795001164, 8.77083298098296, 9.32017381908372, 9.893051833030768]",space,2.4087732010520995,,,,,,,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
./stimuli_1/tmp/medium_100_1.wav,100,medium,1.797198505,0,4,4,0,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.4855512030189857, 0.9702353189932182, 1.8363221110776067, 2.48598189803306, 3.0863478570245206, 3.6861689010402188, 4.40386111009866, 5.054031435051002, 5.687048546038568, 6.325420598033816, 6.987253923085518, 7.670414547086693, 8.303523486014456, 8.986812403076328, 9.604030615999363, 10.242621122044511]",space,1.3019641400314867,,,,,,,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
,,,,,,,,,,,,,,,,,,,,,,space,11.18861138902139,,,,,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
./stimuli_1/tmp/strong_110_1.wav,110,strong,2.342405954917332,,,,,0,0,0,8,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.6430260359775275, 1.2027537189424038, 1.7700426819501445, 2.302989825955592, 2.868828376987949, 3.4531327970325947, 4.036706060986035, 4.624892933992669, 5.219766761991195, 5.83677382604219, 6.403075585025363, 6.970455246977508, 7.560248974012211, 8.119938649004325, 8.701863661990501, 9.286700073978864, 9.871248262934387]",space,1.2827647820813581,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
./stimuli_1/tmp/medium_110_1.wav,110,medium,1.6223651347148935,,,,,0,1,1,10,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.6529183209640905, 1.1752960269805044, 1.7200700989924371, 2.286182302981615, 2.902364991954528, 3.487059214967303, 4.103721249033697, 4.669804470031522, 5.29215623694472, 5.88614138297271, 6.486219601938501, 7.053479591966607, 7.637286492041312, 8.187610495951958, 8.773109870962799, 9.286516697960906, 9.903826058027335]",space,1.1003435180755332,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
./stimuli_1/tmp/weak_100_2.wav,100,weak,0.9744812486321696,,,,,0,2,2,20,,,,,,,,,,,,,"['space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space', 'space']","[0.6333518329774961, 1.4161683139391243, 2.0525774699635804, 2.569238999974914, 3.1238517219899222, 3.8165593480225652, 4.452068559010513, 5.069476083968766, 5.6929318780312315, 6.286586040980183, 6.853230074979365, 7.469269377994351, 8.06925835495349, 8.75313029694371, 9.378895875997841, 10.003154571983032]",space,0.88575908401981,,,,,,,CC,001,2019_Jul_22_1529,rev-kura_tap_2blocks,3.0.6,59.95861188142227,
